,datetime_jd,datetime_str,Arecibo Telescope,Goldstone Radio Telescope,Green Bank Interferometer (GBI),Green Bank Telescope (GBT),Green Bank 140 Foot Telescope (140foot),Very Large Array (VLA),Very Long Baseline Array (VLBA),FAST,CDSCC,EDSCC,Tsukuba Space Center ,Usuda Deep Space Center ,GREAT,Okinawa Tracking and Communications Station ,Masuda Tracking and Communications Station ,Katsuura Tracking and Communications Station ,Bisei Space Guard Center,Kamisaibara Space Guard Center ,Uchinoura Space Center 
10,2462240.097222222,2029-Apr-13 14:20,29.232348439691858,28.72784860780707,29.12775672015046,29.127752533990414,29.127772715298,28.83941553198394,28.83940860275933,27.841554556228516,27.368964420791823,27.97426035206069,27.838709732757444,27.840734270595146,27.84069813678521,27.72507809509563,27.77122927133448,27.82552585327883,27.82526984572171,27.82526984572171,27.780943751309625
11,2462240.100694444,2029-Apr-13 14:25,28.959596555376734,28.462480551677775,28.856049532506105,28.85604538789853,28.856063895119224,28.573507101298322,28.57350022231348,27.546496432598094,27.089411002901368,27.687834051034997,27.55469825624848,27.556152256019466,27.556112253319398,27.436816883374643,27.484142058490374,27.54156742746197,27.539113226581083,27.539113226581083,27.49389475459817
12,2462240.104166667,2029-Apr-13 14:30,28.686446624095492,28.197075872156432,28.584067441167658,28.584063341505892,28.584080173067534,28.307490766149993,28.307483941838,27.251821182892762,26.810370039484212,27.401797420114004,27.27114384941495,27.27202441841204,27.27198054711008,27.149036909808686,27.19752546549473,27.25807164157087,27.253410511729335,27.253410511729335,27.20731283312881
13,2462240.107638889,2029-Apr-13 14:35,28.41289384012849,27.93162735559262,28.311805282444862,28.311801231111794,28.31181638619339,28.041359271004307,28.04135250579189,26.957540614906527,26.53184764244091,27.116157296595954,26.988052736230255,26.988357272558883,26.988309535151576,26.861747168777327,26.911387653327193,26.975044754909376,26.968169114920055,26.968169114920055,26.921206080512736
14,2462240.111111111,2029-Apr-13 14:40,28.138933559229883,27.666127752028252,28.039258002115066,28.039254002481613,28.039267481031235,27.775105354160743,27.77509865246622,26.66366680237257,26.253849947974597,26.83092063715575,26.705431207595396,26.705157409919227,26.705105811173667,26.574956787864814,26.62573689779782,26.692493091727865,26.683396552230054,26.683396552230054,26.635582705143722
15,2462240.114583333,2029-Apr-13 14:45,27.864561455448833,27.40056979587494,27.766420646189637,27.76641670161065,27.76642850430951,27.508721793997367,27.5087151602273,26.370211576610714,25.976383293603934,26.546094016294468,26.423285183417246,26.42243105251293,26.42237559948944,26.28867458390078,26.340581137739893,26.41042260799996,26.399099981676212,26.399099981676212,26.350450575264254
16,2462240.118055556,2029-Apr-13 14:50,27.58977337539899,27.13494635561692,27.49328850527089,27.493284619085767,27.493294747388152,27.242201511138653,27.242194949687132,26.07718729821012,25.69945396721616,26.26168446156029,26.14162096050189,26.140184809643422,26.140125511750743,26.002909783208985,26.05592871895675,26.128839631743805,26.11528697012669,26.11528697012669,26.06581796858929
17,2462240.121527778,2029-Apr-13 14:55,27.314565531985263,26.86925056911717,27.21985716161004,27.21985333714134,27.21986179325045,26.975537720337137,26.97553123558442,25.784606301075847,25.423068435055374,25.977698963737613,25.86044480606676,25.858425259315833,25.858362128301312,25.717671581919483,25.771787954136357,25.84775046187431,25.831965050018784,25.831965050018784,25.78169312917928
18,2462240.125,2029-Apr-13 15:00,27.038934300757134,26.603475537017342,26.946122350329528,26.946118590881927,26.946125377789997,26.70872362775347,26.70871722406391,25.49248141195234,25.147233130944716,25.694144826360723,25.57976321274897,25.577159219482635,25.57709226951984,25.432969481794956,25.48816744270107,25.567161618516987,25.549142029229298,25.549142029229298,25.49808458899577
19,2462240.128472222,2029-Apr-13 15:05,26.76287655481387,26.33761468548763,26.672080083361895,26.67207639221877,26.672081513626647,26.44175280510644,26.441746486826464,25.200824966944545,24.87195492240303,25.411028872873167,25.299582275498672,25.296393099315804,25.29632234694941,25.148812576690013,25.205075365931343,25.28707923002076,25.266825287053663,25.266825287053663,25.215000457838457
20,2462240.131944444,2029-Apr-13 15:10,26.486389325314995,26.071661558038574,26.397726646670407,26.397723027094962,26.397726487476387,26.17461894693808,26.174612718395508,24.909650094057618,24.597240587956453,25.128358597247,25.01990864721009,25.016133881804393,25.01605934603605,24.865210571341066,24.922520511083075,25.007509975666736,24.985022810162967,24.985022810162967,24.93244945505871
21,2462240.135416667,2029-Apr-13 15:15,26.20946996079436,25.80560979025008,26.123058540732423,26.123054995965436,26.12305680056403,25.907315877354648,25.90730974285633,24.618970087481546,24.323097071670265,24.846141522706166,24.740748979272617,24.736388554823126,24.736310257155523,24.582173227360784,24.640511702911873,24.728460532652825,24.703742609074936,24.703742609074936,24.650440336597708
22,2462240.138888889,2029-Apr-13 15:20,25.932116281166046,25.539453436293464,25.848072594803718,25.848069128061617,25.848069282823516,25.639837859421544,25.63983182325252,24.32879798666238,24.049531807624554,24.56438494979215,24.4621097751748,24.45716394811492,24.457081912499163,24.29971014099749,24.359057595330487,24.449937435316183,24.422992516766598,24.422992516766598,24.3689816843306
23,2462240.142361111,2029-Apr-13 15:25,25.654326255049007,25.27318655152612,25.57276591675071,25.572762531226356,25.572761042898055,25.372179174935546,25.37217324135738,24.039147890452263,23.776552009308546,24.28309701916335,24.18399820595987,24.17846758403145,24.178381837005933,24.017831670900602,24.07816759183576,24.17194787530639,24.142781113553294,24.142781113553294,24.088082834621616
24,2462240.145833333,2029-Apr-13 15:30,25.376098338081427,25.006803401223344,25.29713581917676,25.297132518034918,25.297129394082845,25.104334365529215,25.104328538777256,23.750033485528395,23.504165467851017,24.002285362937144,23.90642101334618,23.900306548376683,23.900217119045077,23.736547787882735,23.79785067971646,23.89449862217667,23.863116537590862,23.863116537590862,23.807752701814323
